16.569,2.847
9.860,6.407
10.083,6.396
12.234,7.431
9.704,6.083
13.309,8.171
9.727,6.148
9.786,6.248
11.533,7.002
9.605,5.945
9.601,5.983
11.835,7.156
0.101,1.899
12.698,7.731
14.341,9.996
4.271,1.813
14.312,11.726
9.597,6.000
3.746,1.603
-0.746,1.986
14.294,10.873
12.208,7.397
-0.678,1.844
11.958,7.296
14.364,10.435
14.225,11.500
2.886,1.509
-0.693,13.463
14.240,11.481
10.224,6.484
12.381,7.477
0.197,1.852
14.005,9.286
-0.865,1.955
10.593,6.658
14.266,9.900
-0.202,2.015
4.301,1.818
-0.517,13.440
14.303,9.961
2.911,1.441
16.766,2.733
12.953,7.907
13.510,8.405
12.112,7.368
4.341,1.835
0.176,1.908
13.608,8.645
0.306,2.078
14.141,9.600
14.408,10.363
-0.467,13.671
-0.603,1.844
14.414,10.158
16.549,2.897
-0.659,13.362
0.369,1.915
13.659,8.734
10.526,6.621
11.745,7.125
-0.258,13.564
10.015,6.280
12.176,7.297
10.312,6.549
-8.571,5.376
2.168,1.722
3.984,1.728
-0.776,1.920
9.725,6.193
10.357,6.568
-0.773,1.891
13.457,8.368
12.105,7.304
-0.219,13.606
16.852,2.697
13.868,9.129
14.196,12.354
-0.741,2.006
-0.361,1.922
2.537,1.453
14.227,11.998
14.228,11.098
9.662,6.138
9.938,6.314
-1.017,13.602
2.402,1.627
3.855,1.661
16.095,2.834
1.065,1.833
0.657,1.954
-3.064,13.539
3.433,1.542
-0.473,13.191
3.776,1.622
-0.343,13.227
-2.339,13.657
11.759,7.117
4.213,1.751
-0.254,13.311
13.893,9.140
-8.347,5.239
1.653,1.944
4.316,1.844
13.081,8.014
14.167,9.630
12.473,7.565
-8.389,5.270
16.301,2.863
4.131,1.691
-2.269,13.618
-2.667,13.596
14.299,11.508
-0.716,1.933
-1.720,13.543
2.753,1.425
2.451,1.619
-1.141,13.551
14.295,10.999
-0.785,1.937
16.713,2.871
-2.846,13.105
-0.518,13.800
1.889,1.852
-1.174,13.530
16.867,2.729
0.198,1.937
0.397,12.934
10.245,6.490
13.964,9.254
4.210,1.778
16.055,2.757
1.188,1.679
14.254,11.313
14.168,11.314
13.517,8.217
1.238,2.046
13.377,8.227
1.156,2.024
14.142,11.337
13.479,8.289
13.521,8.328
13.872,8.975
14.389,10.306
11.892,7.204
0.601,12.429
0.645,12.387
14.201,11.456
-8.545,5.324
-8.401,5.281
-8.664,5.482
0.551,12.678
-2.428,13.118
-8.469,5.280
16.647,2.846
0.119,1.911
-0.448,13.645
14.173,9.631
-0.553,13.478
-1.362,13.525
15.987,2.910
-8.367,5.274
-2.455,13.611
-2.882,13.662
0.507,12.820
-2.506,13.465
16.836,2.678
-0.595,13.744
-8.409,5.321
16.007,2.824
14.091,11.407
1.426,1.971
2.896,1.568
1.337,2.039
-2.326,12.973
1.456,1.900
1.450,1.945
14.330,10.172
14.368,10.205
0.501,12.213
0.547,12.316
0.572,12.244
-2.641,13.098
15.878,3.023
1.817,1.857
1.834,1.875
14.260,12.436
-3.333,13.308
13.933,9.128
0.521,12.088
14.310,12.469
-2.774,13.104
14.231,12.395
0.395,11.971
14.320,12.478
-2.372,-6.594
14.326,12.478
0.456,12.014
0.480,12.066
-3.039,13.169
16.788,2.659
-0.570,13.833
-0.573,13.719
-8.552,5.348
15.957,2.943
-2.954,13.595
1.196,1.838
-4.551,13.297
-2.551,13.386
-8.449,5.338
0.518,12.634
9.638,5.861
-2.646,-6.491
-8.512,5.381
-1.776,-6.663
-2.494,-6.747
-2.410,-6.764
-2.497,-6.779
-2.070,-6.387
-1.801,-6.638
-2.644,-6.490
-2.509,-6.540
-1.863,-6.585
-1.831,-6.604
-2.105,-6.398
-2.338,-6.654
-2.250,-6.515
-1.787,-6.647
-2.178,-6.436
-1.776,-6.691
-2.410,-6.686
-2.495,-6.747
15.934,2.983
-4.176,13.225
-4.021,13.227
2.884,1.798
-4.664,13.364
2.938,1.768
-4.115,13.215
2.898,1.716
-4.605,13.238
-4.552,13.211
-4.565,13.314
-4.035,13.235
-4.566,13.269
-4.550,13.305
-4.168,13.303
2.903,1.909
2.936,1.768
16.168,2.811
0.410,12.540
0.554,12.621
0.550,12.816
0.499,12.816
0.455,12.759
16.075,2.883
-2.607,13.456
-3.320,13.437
-3.168,13.497
-2.563,13.243
